Date,Close,ROI,Lower Bound,Upper Bound,Middle Bound,sellSignal,buySignal,ExitSignal
2017-01-03,1.0,,,,,,,
2017-01-04,0.998880827607,-0.00111917239313,,,,,,
2017-01-05,1.00396042422,0.00508528792919,,,,,,
2017-01-06,1.01515286155,0.0111482853858,,,,,,
2017-01-09,1.02445106856,0.00915941565988,,,,,,
2017-01-10,1.02548431266,0.00100858315863,,,,,,
2017-01-11,1.03099443359,0.00537318890694,,,,,,
2017-01-12,1.02668968087,-0.00417534040764,,,,,,
2017-01-13,1.02488166422,-0.00176101570473,,,,,,
2017-01-17,1.03314676982,0.00806444869682,,,,,,
2017-01-18,1.03306070776,-8.33009040119e-05,,,,,,
2017-01-19,1.03125275353,-0.00175009485536,,,,,,
2017-01-20,1.03314676982,0.00183661695287,,,,,,
2017-01-23,1.03383555166,0.000666683434451,,,,,,
2017-01-24,1.0328885123,-0.000916044485392,,,,,,
2017-01-25,1.04933280413,0.0159206842034,,,,,,
2017-01-26,1.0498493905,0.000492299845738,,,,,,
2017-01-27,1.04993545256,8.1975624963e-05,,,,,,
2017-01-30,1.04718039656,-0.00262402417317,,,,,,
2017-01-31,1.04476979389,-0.00230199369217,0.998385014741,1.06050440284,1.02944470879,,,
2017-02-01,1.10848040165,0.060980522342,0.990445887864,1.07929156988,1.03486872887,1,,
2017-02-02,1.10658639427,-0.00170865210571,0.988664806268,1.09184320815,1.04025400721,1,,1
2017-02-03,1.11132166239,0.00427916712459,0.987949796239,1.10329434199,1.04562206912,1,,
2017-02-06,1.12173918448,0.00937399354451,0.985906715658,1.11599605487,1.05095138526,1,,1
2017-02-07,1.13241502651,0.00951722305676,0.983155407077,1.12954375924,1.05634958316,1,,
2017-02-08,1.13680584129,0.00387739006966,0.981983437485,1.1418478817,1.06191565959,,,
2017-02-09,1.14502046535,0.00722605722568,0.980985618427,1.15424830393,1.06761696118,,,
2017-02-10,1.14242644911,-0.0022654758798,0.982907661164,1.16389993802,1.07340379959,,,
2017-02-13,1.15254318648,0.00885548245356,0.985760967397,1.17381278401,1.0797868757,,,
2017-02-14,1.16750234374,0.012979259638,0.987445637274,1.18556367153,1.0865046544,,,
2017-02-15,1.17173912786,0.00362892985603,0.990781920302,1.19609523051,1.09343857541,,,
2017-02-16,1.17035599079,-0.00118041382315,0.996633818232,1.2041536563,1.10039373727,,,
2017-02-17,1.17355524153,0.0027335706074,1.00381188703,1.21101643468,1.10741416085,,,
2017-02-21,1.18202908619,0.0072206610858,1.01218568207,1.21746199309,1.11482383758,,,
2017-02-22,1.18557435974,0.00299931159482,1.02281043735,1.22210582256,1.12245812995,,,
2017-02-23,1.18055912909,-0.0042302118016,1.03241031189,1.22562858051,1.1290194462,,,
2017-02-24,1.18168319715,0.00095214888544,1.04387942444,1.22734284863,1.13561113653,,,
2017-02-27,1.18401786795,0.00197571633999,1.05761909149,1.22701142311,1.1423152573,,,
2017-02-28,1.18453683528,0.000438310386928,1.07539458671,1.22297157177,1.14918307924,,,
2017-03-01,1.20874788246,0.0204392522518,1.09726995897,1.21749400837,1.15738198367,,,
2017-03-02,1.20157105037,-0.00593741026308,1.10347134028,1.22060169192,1.1620365161,,,
2017-03-03,1.20866148154,0.0059009670369,1.11118891122,1.22309162971,1.16714027047,,,
2017-03-06,1.20485685363,-0.0031478027256,1.1200289672,1.22360509286,1.17181703003,,,
2017-03-07,1.20641334542,0.00129184789321,1.12777489658,1.22432657957,1.17605073807,,,
2017-03-08,1.20191693942,-0.00372708575736,1.13458469234,1.2244669751,1.17952583372,,,
2017-03-09,1.19914984489,-0.00230223440536,1.14170824695,1.22357782085,1.1826430339,,,
2017-03-10,1.20312755108,0.00331710520335,1.14772690772,1.22336986866,1.18554838819,,,
2017-03-13,1.20364624197,0.000431118786382,1.15592156147,1.22129719419,1.18860937783,,,
2017-03-14,1.2018305385,-0.00150850258835,1.16268579344,1.21946169742,1.19107374543,,,
2017-03-15,1.2145414348,0.0105762800098,1.16546935131,1.22138204866,1.19342569998,,,
2017-03-16,1.21653008279,0.00163736529468,1.1678478302,1.22348266526,1.19566524773,,,
2017-03-17,1.21047745253,-0.00497532313263,1.17182176518,1.22352087645,1.19767132082,,,
2017-03-20,1.22318848259,0.0105008400068,1.17452275777,1.22578320797,1.20015298287,,,
2017-03-21,1.20918044887,-0.0114520647673,1.17707384534,1.22594725666,1.201510551,,,
2017-03-22,1.22284245978,0.0112985708056,1.17837661995,1.22837129206,1.203373956,,,
2017-03-23,1.21851886455,-0.00353569276332,1.18185390115,1.2286899844,1.20527194278,,,
2017-03-24,1.21609792659,-0.00198678742889,1.18593398171,1.22805137679,1.20699267925,,,
2017-03-27,1.21817325194,0.00170654460557,1.19008913178,1.22731176511,1.20870044845,,,
2017-03-28,1.24342195734,0.0207266949566,1.19065026739,1.23263914172,1.21164470455,1,,1
2017-03-29,1.24618906079,0.0022253937462,1.18752701149,1.23950651545,1.21351676347,1,,
2017-03-30,1.24454616808,-0.00131833343888,1.18687864336,1.24445239535,1.21566551935,1,,1
2017-03-31,1.24221148836,-0.00187592857429,1.18644215319,1.2482438862,1.2173430197,,,
2017-04-03,1.2425573774,0.000278446181579,1.18696467286,1.25149141891,1.21922804588,,,
2017-04-04,1.25180953484,0.00744606052604,1.18673946808,1.25625624263,1.22149785536,,,
2017-04-05,1.24532434709,-0.00518065054813,1.18863810232,1.25869834915,1.22366822574,,,
2017-04-06,1.24221148836,-0.00249963693339,1.19185923409,1.25978338174,1.22582130791,,,
2017-04-07,1.23944452759,-0.00222744741527,1.1949234189,1.26035089457,1.22763715674,,,
2017-04-10,1.23797443672,-0.00118608847209,1.19838407326,1.26032305969,1.22935356648,,,
2017-04-11,1.22465843969,-0.0107562778629,1.20223212871,1.25875779436,1.23049496154,,,
2017-04-12,1.22612826304,0.00120019043319,1.2037282478,1.25842035809,1.23107430295,,,
2017-04-13,1.21964306637,-0.00528916661149,1.20419883449,1.25826106976,1.23122995213,,,
2017-04-17,1.22638774224,0.00553004076558,1.20668209765,1.25736883557,1.23202546661,,,
2017-04-18,1.22094007895,-0.00444203990878,1.20638534865,1.25744074421,1.23191304643,,,
2017-04-19,1.21644368187,-0.00368273362247,1.20793091371,1.25662150245,1.23227620808,,,
2017-04-20,1.23166232725,0.0125107685722,1.2087752313,1.25665917161,1.23271720145,,,
2017-04-21,1.23019237015,-0.00119347411387,1.21026427585,1.25633747762,1.23330087673,,,
2017-04-24,1.24203841007,0.00962942074056,1.2127490844,1.25644671741,1.23459790091,,,
2017-04-25,1.24973406681,0.00619598932803,1.21476742691,1.25758445639,1.23617594165,,,
2017-04-26,1.24238429912,-0.00588106532692,1.21478456478,1.2574635527,1.23612405874,,,
2017-04-27,1.24333542266,0.000765563068374,1.21488850523,1.25707424843,1.23598137683,,,
2017-04-28,1.242124811,-0.000973680663884,1.21494739764,1.25677322032,1.23586030898,,,
2017-05-01,1.26746020267,0.0203968163687,1.21197579652,1.26226969287,1.2371227447,1,,
2017-05-02,1.27550201598,0.00634482509607,1.20835904184,1.26918091141,1.23876997662,1,,1
2017-05-03,1.27161085339,-0.00305069105383,1.20641398769,1.27310609741,1.23976004255,,,
2017-05-04,1.26702790379,-0.00360405039466,1.2053907883,1.27629965247,1.24084522039,,,
2017-05-05,1.28803996775,0.0165837420795,1.20186400885,1.28440927986,1.24313664436,1,,
2017-05-08,1.32305966416,0.0271883616051,1.19280370921,1.30183109316,1.24731740118,1,,1
2017-05-09,1.33153364258,0.00640483468394,1.18600781003,1.31798291292,1.25199536148,1,,
2017-05-10,1.32522153311,-0.00474048065088,1.18477786266,1.32926916963,1.25702351615,,,
2017-05-11,1.33668235815,0.00864823333438,1.18364792543,1.34145451638,1.2625512209,,,
2017-05-12,1.35535008483,0.0139657163582,1.18298122597,1.35569191768,1.26933657183,,,
2017-05-15,1.35187719402,-0.00256235702581,1.18430140398,1.36692068485,1.27561104442,,,
2017-05-16,1.34987996746,-0.00147737277107,1.18881407666,1.37530200102,1.28205803884,,,
2017-05-17,1.30455699008,-0.0335755611364,1.19807302302,1.37485438548,1.28646370425,,,
2017-05-18,1.32443994765,0.0152411567386,1.20511610615,1.37708906439,1.29110258527,,,
2017-05-19,1.3289548573,0.00340891986851,1.21350842815,1.3785729911,1.29604070963,,,
2017-05-22,1.33702987909,0.00607621977915,1.22043883433,1.38114173183,1.30079028308,,,
2017-05-23,1.33538017346,-0.00123385845583,1.22708386012,1.38306131671,1.30507258841,,,
2017-05-24,1.33138600571,-0.00299103418961,1.23660288017,1.38244246731,1.30952267374,,,
2017-05-25,1.33598772649,0.00345633854943,1.24743106192,1.38087951595,1.31415528893,,,
2017-05-26,1.33373033408,-0.00168968049584,1.26083765896,1.37663347121,1.31873556509,,,
2017-05-30,1.3342513435,0.000390640751458,1.26913758287,1.37501266139,1.32207512213,,,
2017-05-31,1.32635008664,-0.00592186539826,1.27642653646,1.37280851486,1.32461752566,,,
2017-06-01,1.32999674238,0.00274939156326,1.28629287981,1.36878076041,1.32753682011,,,
2017-06-02,1.34970634521,0.0148192865502,1.30065828269,1.36268320168,1.33167074218,,,
2017-06-05,1.33650873591,-0.00977813385348,1.31083038133,1.35735797985,1.33409418059,,,
2017-06-06,1.34102377932,0.00337823711304,1.31213887571,1.35784589698,1.33499238635,,,
2017-06-07,1.34901184731,0.00595669376664,1.31224582375,1.35948676942,1.33586629658,,,
2017-06-08,1.34571244498,-0.00244579195741,1.31343744482,1.36034423953,1.33689084218,,,
2017-06-09,1.29352995314,-0.0387768516467,1.30429844091,1.36516800295,1.33473322193,,1,1
2017-06-12,1.26262021724,-0.023895647583,1.28718899523,1.37300446186,1.33009672855,,1,
2017-06-13,1.27277873275,0.00804558280288,1.27749001343,1.37479359754,1.32614180548,,1,1
2017-06-14,1.26036256623,-0.00975516497594,1.26621377518,1.37711809567,1.32166593542,,1,
2017-06-15,1.25280855386,-0.00599352327016,1.2559650772,1.38219195002,1.31907851361,,1,1
2017-06-16,1.23527020112,-0.0139992281299,1.24132433259,1.38791571999,1.31462002629,,1,
2017-06-19,1.27060816039,0.0286074732791,1.23619797705,1.38720740583,1.31170269144,,,
2017-06-20,1.25906011402,-0.00908859766778,1.2297955946,1.38581281177,1.30780420319,,,
2017-06-21,1.26652717259,0.00593066088273,1.22540560054,1.38331750575,1.30436155314,,,
2017-06-22,1.26444354511,-0.0016451502371,1.22121103575,1.38081782448,1.30101443011,,,
2017-06-23,1.27008728473,0.00446341763333,1.21855671509,1.37688210096,1.29771940803,,,
2017-06-26,1.26609311697,-0.0031447978442,1.21587646381,1.37279863053,1.29433754717,,,
2017-06-27,1.24794653348,-0.0143327400255,1.21131129412,1.36873331922,1.29002230667,,,
2017-06-28,1.26618006186,0.0146108249747,1.20955959477,1.36446801609,1.28701380543,,,
2017-06-29,1.24751233518,-0.0147433427814,1.20629271216,1.35948645799,1.28288958507,,,
2017-06-30,1.25046449302,0.00236643578522,1.20690030069,1.34895468424,1.27792749246,,,
2017-07-03,1.24594958336,-0.00361058604814,1.20668116216,1.3401179075,1.27339953483,,,
2017-07-05,1.25107217088,0.0041113922949,1.20967042104,1.32813348778,1.26890195441,,,
2017-07-06,1.23926395867,-0.00943847404319,1.21634604331,1.31048307665,1.26341455998,,,
2017-07-07,1.25185362259,0.0101589849611,1.2317963638,1.28564687392,1.25872161886,,,
2017-07-10,1.2594943034,0.00610349379227,1.23562303339,1.27841663935,1.25701983637,,,
2017-07-11,1.26357515744,0.00324007343544,1.23561397386,1.2785211929,1.25706758338,,,
2017-07-12,1.26539861907,0.0014430970882,1.23614792088,1.27724923452,1.2566985777,,,
2017-07-13,1.28302419314,0.0139288709566,1.23416733611,1.28149598198,1.25783165904,1,,1
2017-07-14,1.29405095364,0.00859435119151,1.23138132638,1.28840623169,1.25989377903,1,,
2017-07-17,1.29856572953,0.00348887026288,1.23210717503,1.29400993588,1.26305855545,1,,1
2017-07-18,1.30308104939,0.00347715926194,1.22901555081,1.300348849,1.2646821999,1,,
2017-07-19,1.3112424721,0.00626317351123,1.22614300328,1.30843963234,1.26729131781,1,,1
2017-07-20,1.30533843288,-0.0045026296436,1.22471268012,1.31375108152,1.26923188082,,,
2017-07-21,1.30473088877,-0.000465430334407,1.22407265091,1.3184198451,1.271246248,,,
2017-07-24,1.32053285854,0.0121112866266,1.2217139132,1.32582314019,1.2737685267,,,
2017-07-25,1.32617659815,0.00427383505009,1.21987355445,1.33367184706,1.27677270075,,,
2017-07-26,1.33242829207,0.00471407347193,1.22066799729,1.34132558008,1.28099678868,,,
2017-07-27,1.30724857187,-0.0188976174961,1.22205286448,1.34404756389,1.28305021418,,,
2017-07-28,1.29804499656,-0.00704041718679,1.2266255929,1.3445281016,1.28557684725,,,
2017-07-31,1.2913592381,-0.00515063689875,1.23100769563,1.34423547338,1.28762158451,,,
2017-08-01,1.30282047334,0.00887532678861,1.23704107647,1.34388918155,1.29046512901,,,
2017-08-02,1.36437990413,0.0472508930066,1.23661179449,1.35564923685,1.29613051567,1,,
2017-08-03,1.35074836405,-0.00999101499428,1.24374896925,1.35966050262,1.30170473594,,,
2017-08-04,1.3578679106,0.00527081634144,1.24885527459,1.36515562608,1.30700545034,,,
2017-08-07,1.37887996565,0.015474299733,1.25097669611,1.37497277079,1.31297473345,1,,1
2017-08-08,1.38990673507,0.00799690306276,1.2528984221,1.38568420256,1.31929131233,1,,
2017-08-09,1.39841554495,0.00612185671868,1.25574001131,1.39614430595,1.32594215863,1,,1
2017-08-10,1.35387346641,-0.0318518188011,1.26127928636,1.39768995822,1.32948462229,,,
2017-08-11,1.37270147486,0.0139067711442,1.26474599677,1.40208829994,1.33341714835,,,
2017-08-14,1.39336016806,0.0150496619824,1.26658953213,1.40972420842,1.33815687028,,,
2017-08-15,1.40861405511,0.0109475549787,1.26733664409,1.41953039704,1.34343352056,,,
2017-08-16,1.4029484143,-0.00402213849041,1.26909013651,1.42694749884,1.34801881767,,,
2017-08-17,1.37601394122,-0.0191984771556,1.27436027046,1.42874491572,1.35155259309,,,
2017-08-18,1.37287578375,-0.00228061458549,1.28050203654,1.42941763914,1.35495983784,,,
2017-08-21,1.37034802397,-0.00184121521776,1.28452477704,1.43037641518,1.35745059611,,,
2017-08-22,1.39274976147,0.0163474804266,1.28778653585,1.43377197271,1.36077925428,,,
2017-08-23,1.39449308221,0.00125171139019,1.29068780932,1.43707717825,1.36388249378,,,
2017-08-24,1.38830424721,-0.00443805356727,1.29909761418,1.43677294092,1.36793527755,,,
2017-08-25,1.39344697919,0.00370432633066,1.31145596054,1.43395479282,1.37270537668,,,
2017-08-28,1.40748087344,0.0100713514505,1.32880175095,1.42822116595,1.37851145845,,,
2017-08-29,1.42003297717,0.00891813449515,1.3458589715,1.42288519578,1.38437208364,,,
2017-08-30,1.42386849503,0.00270100619114,1.34623352707,1.4284594993,1.38734651319,,,
2017-08-31,1.42953413584,0.00397904780458,1.34984128001,1.43273032354,1.39128580177,,,
2017-09-01,1.42996996603,0.0003048756753,1.35314328282,1.43663852627,1.39489090455,,,
2017-09-05,1.41279804807,-0.01200858645,1.35482206043,1.4383515569,1.39658680867,,,
2017-09-06,1.4113163913,-0.00104873924977,1.355517634,1.43979694896,1.39765729148,,,
2017-09-07,1.40565047405,-0.00401463292302,1.35572802909,1.44031004678,1.39801903793,,,
2017-09-08,1.38272568504,-0.0163090252041,1.36179567254,1.43712762519,1.39946164887,,,
2017-09-11,1.40774253742,0.0180924189386,1.36558396923,1.43684343476,1.40121370199,,,
2017-09-12,1.40216369881,-0.00396296798228,1.36621566184,1.43709209522,1.40165387853,,,
2017-09-13,1.39161644604,-0.00752212654183,1.36525350243,1.43635449372,1.40080399808,,,
2017-09-14,1.37967474891,-0.0085811698807,1.36288223587,1.43639839374,1.39964031481,,,
2017-09-15,1.39362142184,0.0101086672356,1.36533542542,1.43570595225,1.40052068884,,,
2017-09-18,1.38307416014,-0.00756824021717,1.36726530825,1.43479590707,1.40103060766,,,
2017-09-19,1.38359721165,0.000378180378997,1.37000651447,1.43337961961,1.40169306704,,,
2017-09-20,1.36041103511,-0.0167578948188,1.36353887519,1.43661338626,1.40007613072,,1,
2017-09-21,1.33705029107,-0.0171718278047,1.35105271869,1.44335526365,1.39720399117,,1,1
2017-09-22,1.32397526959,-0.00977900499683,1.33743101421,1.45054407036,1.39398754229,,1,
2017-09-25,1.31229482623,-0.00882225191579,1.32259312501,1.45726674427,1.38992993464,,1,1
2017-09-26,1.33487100638,0.0172035884758,1.3152212654,1.45737761717,1.38629944129,,,
2017-09-27,1.3443724415,0.00711786761929,1.31094575792,1.45408707109,1.3825164145,,,
2017-09-28,1.33609154314,-0.00615967577428,1.30646866853,1.44978646528,1.37812756691,,,
2017-09-29,1.34341328336,0.00547996899005,1.30487021386,1.44277283471,1.37382152428,,,
2017-10-02,1.34071136628,-0.00201123296241,1.3042625108,1.4344546778,1.3693585943,,,
2017-10-03,1.34655131598,0.00435585901988,1.30356783238,1.428524683,1.36604625769,,,
2017-10-04,1.33783473012,-0.00647326675359,1.30251549088,1.42222885839,1.36237217463,,,
2017-10-05,1.3544834628,0.0124445361685,1.30347514011,1.41615250803,1.35981382407,,,
2017-10-06,1.35369902376,-0.000579142578382,1.30302232803,1.41370265398,1.35836249101,,,
2017-10-09,1.35840605931,0.00347716550845,1.30566054981,1.40613078439,1.3558956671,,,
2017-10-10,1.35892897706,0.000384949511318,1.30840019443,1.3990676676,1.35373393101,,,
2017-10-11,1.36459502807,0.00416949752807,1.31030943538,1.39445628485,1.35238286012,,,
2017-10-12,1.35980062851,-0.00351342300054,1.31113012663,1.39164818156,1.3513891541,,,
2017-10-13,1.36843013573,0.00634615622213,1.31407743543,1.38618174415,1.35012958979,,,
2017-10-16,1.39362142184,0.0184088945762,1.31233839282,1.38897551293,1.35065695287,1,,
2017-10-17,1.39876428757,0.00369028895414,1.30988602668,1.39294458666,1.35141530667,1,,1
2017-10-18,1.39257546149,-0.00442449534605,1.30770885532,1.39833820066,1.35302352799,,,
2017-10-19,1.3596264623,-0.0236604766512,1.30939165556,1.39891301755,1.35415233655,,,
2017-10-20,1.36197977944,0.00173085564331,1.31351438222,1.39859074187,1.35605256204,,,
2017-10-23,1.36128242796,-0.000512013094377,1.32126095643,1.39574292783,1.35850194213,,,
2017-10-24,1.36938915119,0.0059552103705,1.32442644567,1.39602925307,1.36022784937,,,
2017-10-25,1.36337462508,-0.0043921233815,1.32614798192,1.39620793518,1.36117795855,,,
2017-10-26,1.37209106827,0.0063932854746,1.32972075218,1.39623511743,1.36297793481,,,
2017-10-27,1.42125338016,0.0358302105681,1.32592327641,1.40781660288,1.36686993965,1,,
2017-10-30,1.45324363142,0.0225084785757,1.31799989539,1.42699321041,1.3724965529,1,,1
2017-10-31,1.47346621799,0.0139154826741,1.30952486599,1.44815973002,1.378842298,1,,
2017-11-01,1.45472542195,-0.0127188501637,1.31039471855,1.45897894664,1.38468683259,,,
2017-11-02,1.4653597712,0.00731021063872,1.30918749748,1.47127379855,1.39023064801,,,
2017-11-03,1.50362580234,0.0261137448243,1.30414565425,1.49130831964,1.39772698694,1,,1
2017-11-06,1.51887995691,0.0101449140763,1.29967992502,1.51182143863,1.40575068182,1,,
2017-11-07,1.52376144403,0.00321387289332,1.29808121699,1.52990339336,1.41399230517,,,
2017-11-08,1.53622618376,0.00818024355039,1.29704657581,1.54810115011,1.42257386296,,,
2017-11-09,1.53308829381,-0.00204259631468,1.30015550509,1.56232098735,1.43123824622,,,
2017-11-10,1.52801427951,-0.00330966867878,1.30484551024,1.57358939659,1.43921745341,,,
2017-11-13,1.52189076464,-0.00400749845645,1.30821233768,1.58304950342,1.44563092055,,,
2017-11-14,1.49888338245,-0.0151176304673,1.31311250837,1.58816124222,1.45063687529,,,
2017-11-15,1.47911295386,-0.013190104592,1.3197042784,1.59022322143,1.45496374991,,,
2017-11-16,1.49678410489,0.0119471274875,1.3331678946,1.59047536949,1.46182163204,,,
2017-11-17,1.48847341342,-0.00555236486426,1.34800353491,1.58828909257,1.46814631374,,,
2017-11-20,1.48698618326,-0.000999164742656,1.36516808865,1.58369491436,1.47443150151,,,
2017-11-21,1.51462984125,0.0185903933047,1.38303398119,1.58035309083,1.48169353601,,,
2017-11-22,1.53055128666,0.0105117732259,1.40641729063,1.57368744754,1.49005236909,,,
2017-11-24,1.53063891819,5.72548775772e-05,1.43357813755,1.56238138562,1.49797976158,,,
2017-11-27,1.52294039896,-0.0050296115795,1.44892970491,1.55719852014,1.50306411252,,,
2017-11-28,1.514017669,-0.00585888322652,1.45717050284,1.55503512597,1.5061028144,,,
2017-11-29,1.48261224025,-0.0207431058397,1.45875406006,1.55436617098,1.50656011552,,,
2017-11-30,1.50334495699,0.0139839104076,1.46779566895,1.55018651559,1.50899109227,,,
2017-12-01,1.49634650906,-0.0046552508782,1.47421084662,1.5468700117,1.51054042916,,,
2017-12-04,1.48541172287,-0.00730765643172,1.47169269876,1.54756675162,1.50962972519,,,
2017-12-05,1.4840118478,-0.000942415525018,1.46855987227,1.54721276719,1.50788631973,,,
2017-12-06,1.47850078162,-0.00371362680706,1.46495707438,1.54628949884,1.50562328661,,,
2017-12-07,1.4812126327,0.00183418982377,1.46350046541,1.54224475271,1.50287260906,,,
2017-12-08,1.48164982726,0.000295159885395,1.46255246131,1.53804891015,1.50030068573,,,
2017-12-11,1.51051838261,0.0194840608271,1.46362097252,1.53523080926,1.49942589089,,,
2017-12-12,1.50203283829,-0.00561763724469,1.46418353322,1.53268245592,1.49843299457,,,
2017-12-13,1.50701908731,0.00331966711568,1.46437521291,1.53330434672,1.49883977981,,,
2017-12-14,1.50658162524,-0.00029028303445,1.46688820339,1.53353822337,1.50021321338,,,
2017-12-15,1.52189076464,0.0101615067834,1.46682211386,1.53611497887,1.50146854637,,,
2017-12-18,1.54332327623,0.0140828186164,1.4654559321,1.54296614692,1.50421103951,1,,1
2017-12-19,1.52687714742,-0.0106563084121,1.46707881807,1.54533235736,1.50620558772,,,
2017-12-20,1.52521506441,-0.00108855058146,1.46684926436,1.54662043339,1.50673484888,,,
2017-12-21,1.53098861497,0.00378540095282,1.46681571355,1.54669771703,1.50675671529,,,
2017-12-22,1.53098861497,0.0,1.46678889644,1.54675950382,1.50677420013,,,
2017-12-26,1.49214769534,-0.0253698291792,1.46549966565,1.54496946425,1.50523456495,,,
2017-12-27,1.49241002812,0.000175808857751,1.46425014834,1.54405821747,1.5041541829,,,
2017-12-28,1.4966091272,0.00281363633243,1.46606538592,1.54364266858,1.50485402725,,,
2017-12-29,1.48042534008,-0.0108136365185,1.46340688584,1.54400920697,1.50370804641,,,
2018-01-02,1.50693159846,0.0179044884331,1.46406538432,1.54440921744,1.50423730088,,,
2018-01-03,1.506669123,-0.000174178749033,1.46611266966,1.54448767211,1.50530017088,,,
2018-01-04,1.51366769578,0.00464506285312,1.46876015709,1.54480576947,1.50678296328,,,
2018-01-05,1.53090125989,0.0113853021761,1.47237737606,1.54642859833,1.5094029872,,,
2018-01-08,1.52521506441,-0.00371427969961,1.4764485016,1.54675771597,1.51160310878,,,
2018-01-09,1.5250400778,-0.000114729140187,1.48113590385,1.54640933877,1.51377262131,,,
2018-01-10,1.52469011349,-0.000229478761608,1.48152813925,1.54743427645,1.51448120785,,,
2018-01-11,1.53335063551,0.00568018507094,1.48261184798,1.54948234745,1.51604709771,,,
2018-01-12,1.54918459208,0.0103263768886,1.48191700215,1.55439374376,1.51815537295,,,
2018-01-16,1.54131149644,-0.00508209007412,1.48267348131,1.55711025171,1.51989186651,,,
2018-01-17,1.5667681205,0.0165162098098,1.47940665466,1.56486481395,1.52213573431,1,,
2018-01-18,1.56816772804,0.000893308670018,1.4767854392,1.56997047459,1.5233779569,,,
2018-01-19,1.56116942279,-0.00446272750505,1.47552868227,1.57465645905,1.52509257066,,,
2018-01-22,1.54839729054,-0.00818113144176,1.47560330778,1.57690005616,1.52625168197,,,
2018-01-23,1.54874713001,0.000225936500055,1.475528077,1.57875113845,1.52713960772,,,
2018-01-24,1.52407766481,-0.0159286591853,1.47519849621,1.57838962422,1.52679406021,,,
2018-01-25,1.49687132622,-0.0178510185005,1.47606302971,1.57799745381,1.52703024176,,,
2018-01-26,1.50037047884,0.00233764423498,1.47748538182,1.57737114677,1.52742826429,,,
2018-01-29,1.46931515708,-0.020698435621,1.47131447178,1.5808126598,1.52606356579,,1,1
2018-01-30,1.46065476882,-0.00589416655603,1.46629109751,1.58385897694,1.52507503723,,1,
2018-01-31,1.46467873861,0.00275490819061,1.45865534582,1.58726944265,1.52296239423,,,
2018-02-01,1.46774057184,0.00209044697016,1.45241898863,1.58961294472,1.52101596667,,,
2018-02-02,1.40405506663,-0.0433901647413,1.42923543064,1.60183523979,1.51553533522,,1,1
2018-02-05,1.36897577508,-0.0249842704777,1.39953164534,1.61534647662,1.50743906098,,1,
2018-02-06,1.42618738199,0.0417915407688,1.389067569,1.61590778471,1.50248767686,,,
2018-02-07,1.39565687739,-0.0214070780526,1.37361127384,1.61842575983,1.49601851683,,,
2018-02-08,1.35725328606,-0.0275164991819,1.35137777979,1.62391557114,1.48764667546,,,
2018-02-09,1.37385452455,0.0122314962551,1.33618770036,1.62315603947,1.47967186992,,,
